Lake.Name,Date.Sampled,Month,Measure,Achnanthidium.minutissimum,Actinastrum.hantzschii,Actinastrum.sp,Amphora.sp,Anabaena.sp,Anabaenopsis.sp,Anathece.clathrata,Ankistrodesmus.bernardii,Ankistrodesmus.spiralis,Ankistrodesmus.stipitatus,Ankyra.ancora,Ankyra.judayi,Aphanizomenon.flosaquae,Aphanizomenon.gracile,Aphanizomenon.skujae,Aphanizomenon.yezoense,Aphanocapsa.delicatissima,Aphanocapsa.elachista,Aphanocapsa.rivularis,Aphanocapsa.sp,Aphanothece.nidulans,Aphanothece.sp,Apocalathium.aciculiferum,Asterionella.formosa,Aulacoseira.ambigua,Aulacoseira.granulata,Aulacoseira.sp,Binuclearia.lauterbornii,Bitrichia.chodatii,Bitrichia.ollula,Botryococcus.sp,Ceratium.hirundinella,Chaetoceros.holsaticus,Chaetoceros.muelleri,Chaetoceros.simplex,Chaetoceros.sp,Chlamydocapsa.planctonica,Chlamydomonas.globosa,Chlamydomonas.sagittula,Chlamydomonas.snowiae,Chlamydomonas.sp,Chlorella.sp,Chlorolobion.braunii,Chloromonas.frigida,Chromulina.sp,Chromulinaceae,Chroococcus.dispersus,Chroococcus.sp,Chrysoikos.skujae,Chrysolykos.planctonicus,Chrysophyceae,Chrysosphaerella.longispina,Cladophora.sp,Closteriopsis.longissima,Closterium.acutum.var.variabile,Closterium.sp,Coccolithophyceae,Cocconeis.pediculus,Cocconeis.placentula,Cocconeis.sp,Codonosigopsis.sp,Coelastrum.astroideum,Coelastrum.microporum,Coelastrum.sphaericum,Coenochloris.fottii,Coenocystis.sp,Comasiella.arcuata.var.platydisca,Cosmarium.bioculatum,Cosmarium.granatum,Cosmarium.sp,Cosmarium.subcrenatum,Crucigenia.quadrata,Crucigenia.tetrapedia,Cryptomonas.curvata,Cryptomonas.erosa,Cryptomonas.marssonii,Cryptomonas.phaseolus,Cryptomonas.pyrenoidifera,Cryptomonas.tenuis,Cuspidothrix.issatschenkoi,Cyclotella.choctawhatcheeana,Cyclotella.meneghiniana,Cylindrospermum.minimum,Cylindrotheca.gracilis,Cymbella.sp,Cymbopleura.cuspidata,Delicata.delicatula,Denticula.sp,Desmarella.moniliformis,Desmodesmus.bicaudatus,Desmodesmus.bicellularis,Desmodesmus.intermedius,Desmodesmus.opoliensis,Diatoma.tenuis,Diatoma.vulgaris,Dictyosphaerium.ehrenbergianum,Dictyosphaerium.subsolitarium,Dinobryon.acuminatum,Dinobryon.bavaricum,Dinobryon.borgei,Dinobryon.dilatatum,Dinobryon.divergens,Dinobryon.sociale,Dinobryon.sociale.var.americanum,Dinobryon.sociale.var.stipitatum,Dinobryon.sp,Diplochloris.decussata,Diplochloris.lunata,Diplochloris.sp,Discostella.pseudostelligera,Dolichospermum.affine,Dolichospermum.crassum,Dolichospermum.flosaquae,Dolichospermum.mendotae,Dolichospermum.planctonicum,Dolichospermum.sigmoideum,Dolichospermum.solitarium,Dolichospermum.spiroides,Elakatothrix.gelatinosa,Elakatothrix.genevensis,Entomoneis.paludosa,Epipyxis.sp,Eremosphaera.eremosphaeria,Eremosphaera.gigas,Eudorina.elegans,Eudorina.sp,Euglena.sp,Eutetramorus.sp,Fragilaria.capucina,Fragilaria.crotonensis,Fragilariaceae,Franceia.droescheri,Glenodinium.sp,Gloeocystis.sp,Gloeotila.sp,Gloeotrichia.echinulata,Gloeotrichia.sp,Golenkinia.radiata,Gomphonema.sp,Gomphosphaeria.aponina,Goniochloris.mutica,Gregiochloris.lacustris,Gymnodinium.lantzschii,Gymnodinium.mitratum,Gymnodinium.sp,Hyaloraphidium.contortum,Katablepharis.ovalis,Kephyrion.boreale,Kephyrion.cupuliforme,Kirchneriella.lunaris,Kirchneriella.obesa,Korshikoviella.sp,Lagerheimia.ciliata,Lagerheimia.genevensis,Lagerheimia.longiseta,Lagerheimia.quadriseta,Lagerheimia.subsalsa,Lanceola.spatulifera,Lepocinclis.acus,Lepocinclis.sp,Limnococcus.limneticus,Limnoraphis.birgei,Limnothrix.lauterbornii,Limnothrix.sp,Lindavia.bodanica,Lindavia.michiganiana,Mallomonas.caudata,Mallomonas.pseudocoronata,Mallomonas.sp,Melosira.varians,Merismopedia.elegans,Merismopedia.glauca,Merismopedia.tenuissima,Merismopedia.warmingiana,Messastrum.gracile,Micractinium.pusillum,Microcystis.aeruginosa,Microcystis.ichthyoblabe,Microcystis.wesenbergii,Monactinus.simplex,Monoraphidium.circinale,Monoraphidium.contortum,Monoraphidium.convolutum,Monoraphidium.dybowskii,Monoraphidium.griffithii,Monoraphidium.irregulare,Monoraphidium.komarkovae,Monoraphidium.minutum,Monoraphidium.skujae,Monosiga.sp,Monosiga.varians,Mougeotia.sp,Mucidosphaerium.pulchellum,Naiadinium.polonicum,Navicula.sp,Neglectella.solitaria,Nephrocytium.agardhianum,Nephrocytium.lunatum,Nitzschia.acicularis,Nitzschia.paleacea,Nitzschia.sp,Nodularia.spumigena,Ochromonas.sp,Oocystis.apiculata,Oocystis.borgei,Oocystis.lacustris,Oocystis.naegelii,Oocystis.parva,Oocystis.pusilla,Oocystis.submarina,Oscillatoria.rosea,Oscillatoria.sancta,Paraphysomonas.bourrellyi,Parvodinium.inconspicuum,Parvodinium.umbonatum,Pediastrum.duplex,Pedinella.sp,Peridinium.sp,Phacus.acuminatus,Phacus.curvicauda,Phacus.sp,Phormidium.sp,Pinnularia.sp,Plagioselmis.nannoplanctica,Planktolyngbya.contorta,Planktolyngbya.limnetica,Planktothrix.agardhii,Plectonema.sp,Podohedra.sp,Pseudanabaena.limnetica,Pseudanabaena.mucicola,Pseudanabaena.redekei,Pseudokephyrion.attenuatum,Pseudokephyrion.ellipsoideum,Pseudokephyrion.minutissimum,Pseudokephyrion.spirale,Pseudopediastrum.boryanum,Pseudoschroederia.antillarum,Quadrigula.chodatii,Quadrigula.closterioides,Raphidocelis.danubiana,Rhabdoderma.irregulare,Rhabdoderma.lineare,Rhabdogloea.smithii,Rhabdomonas.sp,Rhodomonas.lens,Rhoicosphenia.abbreviata,Romeria.chlorina,Romeria.leopoliensis,Scenedesmus.balatonicus,Scenedesmus.bijugus,Scenedesmus.ellipticus,Scenedesmus.obtusus,Scenedesmus.obtusus.f.disciformis,Scenedesmus.pecsensis,Scenedesmus.quadricauda,Schroederia.indica,Schroederia.setigera,Snowella.arachnoidea,Snowella.lacustris,Sphaerocystis.schroeteri,Spiniferomonas.sp,Staurastrum.chaetoceras,Staurastrum.paradoxum,Staurastrum.smithii,Staurastrum.sp,Stauridium.tetras,Staurodesmus.cuspidicurvatus,Stelexomonas.dichotoma,Stephanodiscaceae,Stephanodiscus.niagarae,Stephanodiscus.parvus,Stephanodiscus.sp,Stichogloea.doederleinii,Stichogloea.globosa,Surirella.sp,Synechococcus.sp,Synechocystis.sp,Synedra.cyclopum,Synedra.sp,Synura.sp,Tabellaria.flocculosa,Tetrachlorella.alternans,Tetradesmus.bernardii,Tetradesmus.dimorphus,Tetradesmus.obliquus,Tetraëdron.caudatum,Tetraëdron.minimum,Tetraëdron.minimum.var.tetralobulatum,Tetraëdron.trigonum,Tetraselmis.cordiformis,Trachelomonas.dybowskii,Trachelomonas.volvocina,Treubaria.setigera,Treubaria.triappendiculata,Ulnaria.ulna,Uroglena.sp,Urosolenia.eriensis,Urosolenia.longiseta,Willea.crucifera,Willea.rectangularis,Woloszynskia.ordinata,Woronichinia.compacta,Woronichinia.naegeliana
BATTLE LAKE,2013-07-23,Jul,Biomass,0,0,0,0,0,0,0,0,0,0,0,3.608574,5284.957,0,0,0,99.43626,0,86.87309,0,32.07621,0,0,0,0,0,0,0,0,0,0,13899.69,0,0,0,0,0,0,0,0,0,20.04763,0,2.673018,47.15203,139.437997,0,0,0,0,0,0,0,0,8.553657,0,8.019053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.58673,541.2861,48.11432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.553657,0,0,0,0,0,0,0,0,0,0,0,0,5.98756,0,0,0,0,0,0,8330.193,1041.835,0,2544.245,0,1385.693,0,0,0,0,0,0,0,0,0,0,204.2035,0,0,0,0,23.38891,0,0,0,0,0,0,0,0,0,0,0,0,12.83049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.816195,0,0,0,0,0,0,0,0,0,0,0,0,0,64.15243,0,0,0,0,0,3.608574,0,0,0,0,0,0,6.548894,0,0,0,0,13.09779,0,0,0,0,0,0,0,0,41.05755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122667,0,0,0,0,0,0,0,0,0,0,72.17149,55.01071,0,0,0,0,0,0,0,0,10.02382,0,0,0,0,0,0,1.603811,0.2138414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.310039
BATTLE LAKE,2013-08-12,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,27485.71,0,0,0,53.46036,0,0,0,32.07621,0,0,0,0,1847.59,0,0,0,0,0,8660.578,0,0,0,0,0,23.09487,0,0,40.09527,5.011909,0,0,7.203784,47.15203,0,0,0,0,0,0,0,0,0,0,1.069207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970.762,4269.985,21.38414,0,112.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5239.115,335.3034,0,16801.19,0,9606.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.553657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405716,0,0,0,0,46.18975,0,0,0,0,0,0,0,1169.445,0,0,0,0,0,0,0,0,0,0,0,0,0,9.622865,0,0,0,0,0,0,0,0,0,0,0,0,0,23.09487,0,0,0.601429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.35304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505.954,0,0,0,0,0,0.3207621,5.2257503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.774858
BATTLE LAKE,2013-09-26,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,1473.501,0,0,0,61.3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.455029,0,0,0,19.067531,0,0,0,0,0,0,0,0,0,0,2.004763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.7145,824.0023,14.25609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646.6564,0,0,0,0,0,355.7787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.871,0,0,0,0,0,0,0,0,0,0,0,0,25.66097,0,0,0,0,0,0,0,0,0,0,3.421463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.0731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.455029,0,0,0,0,0,0,0,0,76.98291,0,0,0.3564024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60213,0,0,188.1805,0,0.3564024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.11432,0,0,0,0,0,0,0,0,0,0,1050.603,0,0,0,0,0,0,0.7217148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.683921
LONG ISLAND LAKE,2017-06-07,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,5.702438,0.8019053,0,0,0,0,7.128047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4276828,0,0,0,0.2316615,0.8553657,0,61.960548,0,0,0,0,0,0,0,0,0,0,8.179435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.6517,262.0092,20.52878,0,17.82012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.36005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.801064,0,0,0,0,0.4009526,0,0,0,0,0,3.243262,0,0,0,0,0,0,0,0,0,0,6.842926,0,0,0,1.140488,0,0,0,577.3718,0,0,0,0,0,0,0,0,0,0,1.56817,0,0,0,0,0,0,0,34.92743,0,0,0,0,0,0,0,0,124.7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.9269,0,0,0,0,0,0,0
LONG ISLAND LAKE,2017-07-06,Jul,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1710731,0,0,69.54836,0,0,0,0,0,0,0,0,0,0,12.83048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47434,0,89.41422,36.32453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,35.28383,0,0,0,0,0,0,0,0,0,0,0.2851219,0,0,0,0,0,3.207621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.539658,0,1.283049,0.2851219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.979266,0,0,0,0.3421463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.59877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.128047,0,0,0,0,0,0,0,0,36.9518,0,0,0,0,0,0,0
LONG ISLAND LAKE,2017-08-14,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0.2316615,0,681.6195,0,0,48.47072,67.36005,182.478,0,0,6.415242,0,0,0,0,0,0,0,0,0,577.3718,0,0,0,0,0,0,0,0,0,0,0.2316615,0,17.10731,50.3596564,0,0,0,0,0,0,0,0,0,0,11.54744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.82012,0,40.6566,167.6517,63.86731,6.842926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5613337,0,0,0,53.01485,0,0,0,4.811432,0,0,0,0,136.8585,0,89.10059,189.6061,0,0,0,0,0,0.4989633,0,0,0,0,0,0,0,0,0,0,0,0,10.69207,11.54744,0,0,0,0,0,0,0,0,0,0,0,0,44.10479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336509,0,0,259.8174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38622,0,0,0,0.8019053,0,0,0.8019053,0,0,0,0,0,0,0,0,0,2.042035,0,0,0,74.8445,0,0,1.924573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.553657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.698291,0,0,0,0,0,142.5609,0,0,13.36509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.910059,0,0,0,0,0,0,0,0,23.57602,0,0.8019053,0,21.38414,0,0,0
LONG ISLAND LAKE,2017-09-14,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05716,7.217148,1.710731,0,0,0,0,0,0,360.8574,0,0,0,0,0,0,0,0,0,0,0,0,0.8420005,0,0,0,0.9622865,0,11.78801,70.868381,0,0,0,0,0,0,0,0,0,0,7.217148,0,0,0,0,92.37949,0,0,0,0,0,0,0,0,0,10.02382,0,0,30.79317,20.52878,5.98756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1703,0,0,0,0,0,0,0,0,0,0,0,0,3.608574,0,0,0,0,7952.229,0,80.19054,168.4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.699315,0,0,8.660578,0,0,0,0,0,0,0,0,0,0,0,0,49.61789,0,0,0,0,0,0,0,0,0,0,0,0,0,53.46036,0,0,5.011908,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38414,0,0,0,0,0,3.969432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.355562,0,0,0.4210003,0.3207621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.13337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54744,0,0,0,0,10.02382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36509,0,0,0,0,0,0,0,0,67.36005,0,0,0,0,0,0,0.3608574
LONG LAKE (NEAR BOYLE),2017-07-14,Jul,Biomass,0,0,0,0,0,0,0,0,0,0,0,3.136341,33187.33,0,0,0,22.80975,3.849146,3.421463,0,0,0,0,0,0,0,0,0,0,0,0,456.195,0,0,0,0,0,0,0,0,0,0,0,0,38.42018,138.088127,0,0,0,0,0,0,0,0,0,0,55.33147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13045.22,2085.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.9146,105.4951,0,0,0,0,0,0,0,0,0,0,0,0,0.8019053,0,0,0,0,0,0,0,0,0,0,0,17.46371,0,82.1151,0,0,1.283049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54744,0,0,0,0,0,0,0.9622864
LONG LAKE (NEAR BOYLE),2017-08-21,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,6385.733,0,0,0,140.4225,9.622864,131.72633,0,11.22667,0,0,0,0,744.1682,0,0,0,0,0,1299.087,0,0,0,0,0,0,0.2494817,0,8.910059,0,0,0,4.365929,68.375789,0,0,0,0,0,0,0,0,0,0,20.84954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3564024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10469.68,3059.697,42.91085,2925.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.924573,0,0,0,0,0,0,0,0,0,0,0,0,2.450266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.48316,0,0.3564024,0,3079.317,21.38414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7657632,0,0,0,0,0,0,0.4276828,0,0,6.682544,0,0,0,0,0,0,0,0,0,0,0,0,134.7646,0,0,266.8741,0,0,0,7.698292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.983413,0,0,2.566097,0,0,0,0,0,0,0,0,0,0,0,7.698291,0,0,0,0,0,0,0,0,113.6033,0,0,0,0,0,0,4.811432,0,0,0,0,0,0,0,0,0,0,0,0,0,32.07621,0,0,0,0,0,2.886859,0,0,0,0,0,0,411.85856
LONG LAKE (NEAR BOYLE),2017-06-25,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0.748445,8.119291,346.4231,0,0,0,147.5506,0,1.283049,0,0,2.405716,0,0,0,0,0,0,0,0,0,261.9557,0,0,0,0,0,0,0.1603811,0,0,0,0,3.207621,0,36.620339,0,0,0,0,0,0,0,0,0,0,1.202858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.42925,36.1392,0,5.98756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8377,0,0,0,0,0,0,0,0,0,0,20.20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.6859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1336509,0.3207621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.82545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947002,0,0,0,0,0,0,0
LONG LAKE (NEAR BOYLE),2017-09-24,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,4757.544,0,0,0,106.493,1.924573,14.559037,0,0.9622864,6.415242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6195,0,0,1.425609,0,89.4659126,0,0,0,0,0,0,0,0,0,0,3.608574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739.814,145.6973,923.7949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.10479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.59176,855.3657,0,0,0,0,0,0,0,0,0,0,0,2517.341,0,0,0,0,0,0,0,0.4276828,0,0,0.5613337,0,0,0,0,0,0,0,57.73718,0,0,0,0,0,0,0,0,6.842926,0,0,0.2138414,0,0,63.08322,0,0,0,0,0,0,0,0,0,0,0,0,68.60745,0,5.346035,0,0,0,0,43.035589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.698291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37636.09,0,0,0,0,0,1.283049,0,0,0,0,0,0,0,0,0,0,15.39658,0,0,0,0,0,0,0,0,51.96347,0,0,0,0,10.69207,0,339.687059
LONG LAKE (NEAR NARROW LAKE),2017-06-15,Jun,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276828,0,0,0,0,0,0,55.40722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39658,0,0.4276828,0,0,38.776576,0,0,0,0,0,0,0,0,0,0,20.04763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.91292,162.6264,18.2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122667,0,0,0,4.49067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.384345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.50266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.00533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56195,0,0,0,0,0,0,0,1.44343,0,0,0,0,0,0,0,0,0,0,7.983413,0,0,0,0,0,0,11.85929,0,0,0,0,0,0,0,0,959.0788,0,0.3207621,0,0,21.38414,0,0
LONG LAKE (NEAR NARROW LAKE),2017-08-24,Aug,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.54861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.355562,0,0,0,9.82334,76.160962,0,0,0,0,0,0,0,0,0,0,46.91146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.415243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8420005,1.069207,0,0,79.38863,0,0,4.677781,4.343654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.418887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.40319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8420005,0,0,0.3007145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2673018,0,0,0,0,0,0,0,0,0,117.6128,0,0,0,0,0,46.10956,0,0,0,0,0,0,0,0,0.3608574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.294958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684001,0,0,0,0,0,0,0,0,0,0,9.622864,0,0,0,0,0,0,0
LONG LAKE (NEAR NARROW LAKE),2017-09-18,Sep,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.355562,0,0,0,3.929336,73.133769,0,0,0,0,0,0,0,0,0,0,20.7493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6218,94.8654,0,6.842926,17.78893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37223,4.677781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.5716,0,40.42939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2138414,0,0,0,0,0,0,0,0,0,0,0.7217148,0,0,0,2.886859,0,0,0.3007145,0,0,0,0,0,0,0,1.435806,0,0,0,2.886859,0,0,0,0,0,0.4009527,0,0,0,0,0,0,0,0,0,11.54744,0,0,0,0,49.61789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9741955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368002,0,0,0,0,0,0,0,0,0,25.27018,21.05001,0,0.2405716,0,0,16.03811,0,0
